Publication Type,Authors,Article Title,Source Title,Publication Year,DOI
J,"Wang, J; Liao, XC; Yu, Y",The examination of resource tax reform facilitating firms' green innovation in resource-related industry in China,RESOURCES POLICY,2022,10.1016/j.resourpol.2022.102980
J,"Zang, JN; Wan, L; Li, ZJ; Wang, CY; Wang, SY",Does emission trading scheme have spillover effect on industrial structure upgrading? Evidence from the EU based on a PSM-DID approach,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2020,10.1007/s11356-020-07818-0
J,"Wang, JJ; Cui, Q; He, ML",Hybrid intelligent framework for carbon price prediction using improved variational mode decomposition and optimal extreme learning machine,CHAOS SOLITONS & FRACTALS,2022,10.1016/j.chaos.2021.111783
J,"Mo, JL; Zhu, L; Fan, Y",The impact of the EU ETS on the corporate value of European electricity corporations,ENERGY,2012,10.1016/j.energy.2012.02.037
J,"Ge, WJ; Yang, DR; Chen, WE; Li, S",Can Setting Up a Carbon Trading Mechanism Improve Urban Eco-Efficiency? Evidence from China,SUSTAINABILITY,2023,10.3390/su15043014
J,"Peng, J; Yu, BY; Liao, H; Wei, YM",Marginal abatement costs of CO2 emissions in the thermal power sector: A regional empirical analysis from China,JOURNAL OF CLEANER PRODUCTION,2018,10.1016/j.jclepro.2017.09.242
J,"Soberon, A; Mazzanti, M; Musolesi, A; Rodriguez-Poo, JM",Efficient estimation of a partially linear panel data model with cross-sectional dependence,JOURNAL OF MULTIVARIATE ANALYSIS,2025,10.1016/j.jmva.2024.105393
J,"Zhao, Y; Su, SL; Xing, YF; Yu, L; Cui, SH; Jiang, DC; Xiao, ZM",The Green Bonus: Carbon Reduction Effect of Sulfur Dioxide Emissions Trading Pilot Scheme,FRONTIERS IN ENVIRONMENTAL SCIENCE,2022,10.3389/fenvs.2022.917887
J,"Xu, F; Li, ZH; Liu, QM; Zhou, D",The impact of China's SO2 emission trading system on industrial total factor productivity: evidence from industrial sub-sectors at the provincial level,JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,2024,10.1080/09640568.2023.2205998
J,"Keppler, JH; Mansanet-Bataller, M","Causalities between CO2, electricity, and other energy variables during phase I and phase II of the EU ETS",ENERGY POLICY,2010,10.1016/j.enpol.2010.02.004
J,"Cui, H; Liu, ZB",The spillover effects of China's carbon trading policy on coordinated emission efficiency,SCIENTIFIC REPORTS,2024,10.1038/s41598-024-63157-x
J,"Zhao, J",Impact of green finance on low-carbon transformation: Spatial spillover effects in China,NORTH AMERICAN JOURNAL OF ECONOMICS AND FINANCE,2024,10.1016/j.najef.2024.102202
J,"Wu, H; Li, YD",Does the Emissions Trading System Promote Clean Development? A Re-Examination based on Micro-Enterprise Data,SUSTAINABILITY,2022,10.3390/su142417023
J,"Guo, YX; Li, YJ; Wu, HT; Hao, Y",Carbon emission trading under the wings of black swans and green swans: Evidence from China,INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,2024,10.1002/ijfe.2904
J,"Zhang, HJ; Duan, MS",China's pilot emissions trading schemes and competitiveness: An empirical analysis of the provincial industrial sub-sectors,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2020,10.1016/j.jenvman.2019.109997
J,"Xu, WL; Jiang, CJ; Jia, KW; Yu, XY",Did the double carbon policy improve the green total factor productivity of iron and steel enterprises? a quasi-natural experiment based on carbon emission trading pilot,FRONTIERS IN ENERGY RESEARCH,2023,10.3389/fenrg.2023.1307347
J,"Huang, YY; Li, SL",Can Marketization of Environmental Governance Improve Public Health?-Empirical Analysis Based on the Emission Trading System,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2022,10.3390/ijerph192315518
J,"Gurtu, A; Vyas, V; Gurtu, A",Emissions Reduction Policies and Their Effects on Economy,JOURNAL OF RISK AND FINANCIAL MANAGEMENT,2022,10.3390/jrfm15090404
J,"Wolkinger, B; Steininger, KW; Damm, A; Schleicher, S; Tuerk, A; Grossman, W; Tatzber, F; Steiner, D",Implementing Europe's climate targets at the regional level,CLIMATE POLICY,2012,10.1080/14693062.2012.669096
J,"Yang, XK; Xu, JB; Zhu, ML; Yang, YL",Environmental regulation and corporate tax avoidance-Evidence from China,PLOS ONE,2022,10.1371/journal.pone.0261037
J,"Chaobo, Z; Qi, SZ",Can carbon emission trading policy break China's urban carbon lock-in?,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2024,10.1016/j.jenvman.2024.120129
J,"Wang, CA; Liu, XQ; Xi, Q; Zhang, Y",The Impact of Emissions Trading Program on the Labor Demand of Enterprises: Evidence From China,FRONTIERS IN ENVIRONMENTAL SCIENCE,2022,10.3389/fenvs.2022.872248
J,"Mo, JL; Tu, Q; Wang, JN",Carbon pricing and enterprise productivity-The role of price stabilization mechanism,ENERGY ECONOMICS,2023,10.1016/j.eneco.2023.106631
J,"Zhang, HT; Sun, XM; Ahmad, M; Wang, XY",Heterogeneous impacts of carbon emission trading on green innovation: Firm-level in China,ENERGY & ENVIRONMENT,2024,10.1177/0958305X231164690
J,"Wei, C; Löschel, A; Liu, B",An empirical analysis of the CO2 shadow price in Chinese thermal power enterprises,ENERGY ECONOMICS,2013,10.1016/j.eneco.2013.05.018
J,"Fang, CH; Ma, TJ",Stylized agent-based modeling on linking emission trading systems and its implications for China's practice,ENERGY ECONOMICS,2020,10.1016/j.eneco.2020.104916
J,"Xu, H; Wang, MG; Jiang, SM; Yang, WG",Carbon price forecasting with complex network and extreme learning machine,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2020,10.1016/j.physa.2019.122830
J,"Yu, DJ; Li, J",Evaluating the employment effect of China's carbon emission trading policy: Based on the perspective of spatial spillover,JOURNAL OF CLEANER PRODUCTION,2021,10.1016/j.jclepro.2021.126052
J,"Zhang, C; Wu, YQ; Yang, Y",The Influencing Factors of sCER Price Dynamics Under the Clean Development Mechanism: Theory and Econometric Analysis,JOURNAL OF SYSTEMS SCIENCE & COMPLEXITY,2018,10.1007/s11424-018-6154-8
J,"Sheng, JP; Gao, XG; Sun, YQ",Sustainability of the Food Industry: Ecological Efficiency and Influencing Mechanism of Carbon Emissions Trading Policy in China,SUSTAINABILITY,2024,10.3390/su16052059
J,"Luo, K; Xu, AD; Ye, RD; Li, WQ",Monitoring the CO2 Emission Trajectory and Reduction Effects by ETS and Its Market Performances for Pre- and Post-pandemic China,FRONTIERS IN PUBLIC HEALTH,2022,10.3389/fpubh.2022.848211
J,"Guo, MY; Hu, YF; Yu, JD",The role of financial development in the process of climate change: Evidence from different panel models in China,ATMOSPHERIC POLLUTION RESEARCH,2019,10.1016/j.apr.2019.03.006
J,"Chen, Y; Xu, ZW; Zhang, ZX; Ye, WL; Yang, YN; Gong, ZJ",Does the carbon emission trading scheme boost corporate environmental and financial performance in China?,JOURNAL OF CLEANER PRODUCTION,2022,10.1016/j.jclepro.2022.133151
J,"Marin, G; Marino, M; Pellegrin, C",The Impact of the European Emission Trading Scheme on Multiple Measures of Economic Performance,ENVIRONMENTAL & RESOURCE ECONOMICS,2018,10.1007/s10640-017-0173-0
J,"Quatrosi, M",Emission trading in a high dimensional context: to what extent are carbon markets integrated with the broader system?,ECONOMIA POLITICA,2024,10.1007/s40888-024-00341-2
J,"Liu, MD; Zhang, B; Geng, Q",Corporate pollution control strategies and labor demand: evidence from China's manufacturing sector,JOURNAL OF REGULATORY ECONOMICS,2018,10.1007/s11149-018-9353-2
J,"Philip, D; Shi, YK",Impact of allowance submissions in European carbon emission markets,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,2015,10.1016/j.irfa.2015.05.004
J,"Zhou, KG; Guan, ZH; Lu, YZ",Does China's emission trading scheme promote industry-level green innovation: evidence from Guangdong pilot market,FRONTIERS IN ENVIRONMENTAL SCIENCE,2023,10.3389/fenvs.2023.1332224
J,"Luo, X; Li, JT; Feng, DW",Black box operation in carbon reduction: Based on empirical evidence of carbon transfer by subsidiaries of Chinese enterprises,FRONTIERS IN ENVIRONMENTAL SCIENCE,2023,10.3389/fenvs.2023.1120022
J,"Dong, YJ; Chen, TY; Mao, J; Wu, HT",Greening through trading: The role of policy Intervention on energy intensity,ENERGY,2025,10.1016/j.energy.2024.134193
J,"Qi, SZ; Pang, LD; Qi, TB; Zhang, XL; Pirtea, MG",The correlation between the green bond market and carbon trading markets under climate change: Evidence from China,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,2024,10.1016/j.techfore.2024.123367
J,"Li, JQ; Huang, DC",The impact mechanism of China's carbon emission trading policy on industrial energy efficiency under multiple innovation approaches,FRONTIERS IN ENERGY RESEARCH,2023,10.3389/fenrg.2022.1000429
J,"Chen, S; Shi, AN; Wang, X","Carbon emission curbing effects and influencing mechanisms of China's Emission Trading Scheme: The mediating roles of technique effect, composition effect and allocation effect",JOURNAL OF CLEANER PRODUCTION,2020,10.1016/j.jclepro.2020.121700
J,"Zhang, XF; Fan, DC",Research on the synergistic emission reduction effect of carbon emission trading and green financial policy,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2024,10.1016/j.jenvman.2024.121924
J,"Li, HJ; Huang, XY; Zhou, DH; Cao, AD; Su, MY; Wang, YF; Guo, LL",Forecasting Carbon Price in China: A Multimodel Comparison,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2022,10.3390/ijerph19106217
J,"Mo, JY",Environmental policy and R&D productivity: A case study from the Korean Emissions Trading Scheme,SCIENCE AND PUBLIC POLICY,2023,10.1093/scipol/scac053
J,"Wu, S; Hu, FF; Zhang, ZJ",Visible hand or invisible hand in climate governance? Evidence from China,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,2024,10.1016/j.rser.2024.114798
J,"Li, CG; Jin, H; Tan, YY",Synergistic effects of a carbon emissions trading scheme on carbon emissions and air pollution: The case of China,INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,2024,10.1002/ieam.4875
J,"Åhman, M; Holmgren, K",New entrant allocation in the Nordic energy sectors:: incentives and options in the EU ETS,CLIMATE POLICY,2006,
J,"Teng, F; Jotzo, F; Wang, X",Interactions between market reform and a carbon price in China's power sector,ECONOMICS OF ENERGY & ENVIRONMENTAL POLICY,2017,10.5547/2160-5890.6.1.ften
J,"Qin, W; Xie, Y",The impact of China's emission trading scheme policy on enterprise green technological innovation quality: evidence from eight high-carbon emission industries,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-023-29590-7
J,"Yang, X; Jia, W; Wang, KD; Peng, G; Kyriakopoulos, GL",Does the National Carbon Emissions Trading Market Promote Corporate Environmental Protection Investment? Evidence from China,SUSTAINABILITY,2024,10.3390/su16010402
J,"Xi, ZL; Pan, HX; Qin, T",Re-examining the efficiency of the EU carbon futures market in phase ?: price discovery and intertemporal arbitrage,FRONTIERS IN ENERGY RESEARCH,2023,10.3389/fenrg.2023.1236488
J,"Dong, HM; Liu, W; Liu, YS; Xiong, ZH",Fixed asset changes with carbon regulation: The cases of China,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2022,10.1016/j.jenvman.2022.114494
J,"Pandeng, S; Jianlei, Z; Lin, H",Carbon trading pilot and low-carbon development of China's textile industry,INDUSTRIA TEXTILA,2024,10.35530/IT.075.05.202399
J,"Zhou, B; Zhang, C; Wang, QW; Zhou, DQ",Does emission trading lead to carbon leakage in China? Direction and channel identifications,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,2020,10.1016/j.rser.2020.110090
J,"Li, ZH; Tian, Y",Skewed multifractal cross-correlation between price and volume during the COVID-19 pandemic: Evidence from China and European carbon markets,APPLIED ENERGY,2024,10.1016/j.apenergy.2024.123716
J,"Kanamura, T",Role of carbon swap trading and energy prices in price correlations and volatilities between carbon markets,ENERGY ECONOMICS,2016,10.1016/j.eneco.2015.10.016
J,"Li, X; Hu, ZG; Cao, JH",The impact of carbon market pilots on air pollution: evidence from China,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2021,10.1007/s11356-021-14995-z
J,"Garcia-Castro, FL; Ruiz-Femenia, R; Salcedo-Diaz, R; Caballero, JA",Sustainable supply chain design under correlated uncertainty in energy and carbon prices,JOURNAL OF CLEANER PRODUCTION,2023,10.1016/j.jclepro.2023.137612
J,"Liu, CJ; Ma, CB; Xie, R","Structural, Innovation and Efficiency Effects of Environmental Regulation: Evidence from China's Carbon Emissions Trading Pilot",ENVIRONMENTAL & RESOURCE ECONOMICS,2020,10.1007/s10640-020-00406-3
J,"Li, XQ; Guo, DF; Feng, C",The Carbon Emissions Trading Policy of China: Does It Really Promote the Enterprises' Green Technology Innovations?,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2022,10.3390/ijerph192114325
J,"Wang, EC; Nie, JY; Zhan, H",The Impact of Carbon Emissions Trading on the Profitability and Debt Burden of Listed Companies,SUSTAINABILITY,2022,10.3390/su142013429
J,"Zhang, G; Bi, SL",Inhibition or promotion: the impact of carbon emission trading on market structure: evidence from China,FRONTIERS IN ENERGY RESEARCH,2023,10.3389/fenrg.2023.1238416
J,"Ma, Y; Tao, P",A Perspective on Management Myopia: The Impact of Digital Transformation on Carbon Emission Intensity,SUSTAINABILITY,2023,10.3390/su15129417
J,"Dong, BY; Xu, YZ; Li, QA",Carbon transfer under China's inter-provincial trade: Evaluation and driving factors,SUSTAINABLE PRODUCTION AND CONSUMPTION,2022,10.1016/j.spc.2022.04.031
J,"Lan, JS; Li, WL; Zhu, XW",The road to green development: How can carbon emission trading pilot policy contribute to carbon peak attainment and neutrality? Evidence from China,FRONTIERS IN PSYCHOLOGY,2022,10.3389/fpsyg.2022.962084
J,"Yin, XM; Zhang, J; Zheng, XC",How Does Digital Economy Influence Green Mobility for Sustainable Development? Moderating Effect of Policy Instruments,SUSTAINABILITY,2024,10.3390/su16219316
J,"Xue, ZQ; Li, N; Mu, HL; Zhang, M; Pang, JR",Convergence analysis of regional marginal abatement cost of carbon dioxide in China based on spatial panel data models,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2021,10.1007/s11356-021-13288-9
J,"Wang, QR; Huang, HY; Liu, TY",Job destruction or job creation?: Evidence from carbon emission trading policies,ECONOMIC ANALYSIS AND POLICY,2024,10.1016/j.eap.2024.10.017
J,"Zhang, QJ; Zhang, SL; Chen, R; Li, J",Does carbon emission trading mitigate firm?s default risk? Evidence from China,JOURNAL OF CLEANER PRODUCTION,2023,10.1016/j.jclepro.2023.136627
J,"Wu, JX; Nie, X; Wang, H",Curse to blessing: The carbon emissions trading system and resource-based cities' carbon mitigation,ENERGY POLICY,2023,10.1016/j.enpol.2023.113796
J,"Qiu, HN; Yang, B; Liu, Y; Wang, LP",Emissions Reduction Effects and Carbon Leakage Risks of Carbon Emissions Trading Policy: An Empirical Study Based on the Spatial Durbin Model,SUSTAINABILITY,2024,10.3390/su16219544
J,"Vehmas, J",Energy-related taxation as an environmental policy tool-the Finnish experience 1990-2003,ENERGY POLICY,2005,10.1016/j.enpol.2004.04.015
J,"Nie, X; Chen, ZP; Wang, H; Wu, JX; Wu, XY; Lu, B; Qiu, L; Li, YY",Is the pollution haven hypothesis valid for China's carbon trading system? A re-examination based on inter-provincial carbon emission transfer,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2022,10.1007/s11356-022-18737-7
J,"Sato, M; Neuhoff, K; Graichen, V; Schumacher, K; Matthes, F",Sectors Under Scrutiny: Evaluation of Indicators to Assess the Risk of Carbon Leakage in the UK and Germany,ENVIRONMENTAL & RESOURCE ECONOMICS,2015,10.1007/s10640-014-9759-y
J,"Cadez, S; Guilding, C",Examining distinct carbon cost structures and climate change abatement strategies in CO2 polluting firms,ACCOUNTING AUDITING & ACCOUNTABILITY JOURNAL,2017,10.1108/AAAJ-03-2015-2009
J,"Zhu, BZ; Ye, SX; Han, D; Wang, P; He, KJ; Wei, YM; Xie, R",A multiscale analysis for carbon price drivers,ENERGY ECONOMICS,2019,10.1016/j.eneco.2018.11.007
J,"Dunbar, K; Owusu-Amoako, J; Treku, DN",Unveiling the Nexus: Carbon finance and climate technology advancements,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,2024,10.1016/j.irfa.2024.103658
J,"Zhao, LT; Li, ZY; Cheng, L",The impact of China's carbon emissions trading policy on corporate investment expenditures: Evidence from carbon-intensive industries,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2024,10.1016/j.jenvman.2024.121743
J,"Yang, F; Dian, J; Liu, ZH",Can Taiwan's 2025 Non-Nuclear Homeland policy achieve the expected carbon emission reduction goals?,JOURNAL OF CLEANER PRODUCTION,2022,10.1016/j.jclepro.2022.134995
J,"Han, YW",Impact of environmental regulation policy on environmental regulation level: a quasi-natural experiment based on carbon emission trading pilot,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2020,10.1007/s11356-020-08658-8
J,"Huang, JR; Shen, J; Miao, L; Zhang, WK",The effects of emission trading scheme on industrial output and air pollution emissions under city heterogeneity in China,JOURNAL OF CLEANER PRODUCTION,2021,10.1016/j.jclepro.2021.128260
J,"Du, SF; Qian, J; Liu, TZ; Hu, L",Emission allowance allocation mechanism design: a low-carbon operations perspective,ANNALS OF OPERATIONS RESEARCH,2020,10.1007/s10479-018-2922-z
J,"Wang, QQ; Sun, XM; Xiong, HY; Wang, Q; Zhang, B","Environmental taxes, environmental outsourcing, and pollution abatement: Evidence from Chinese industrial sewage discharge enterprises",ENERGY ECONOMICS,2024,10.1016/j.eneco.2024.107480
J,"Dong, HM; Tan, XJ; Cheng, S; Liu, YS","COVID-19, recovery policies and the resilience of EU ETS",ECONOMIC CHANGE AND RESTRUCTURING,2023,10.1007/s10644-021-09372-2
J,"Ren, SG; Liu, DH; Li, B; Wang, YJ; Chen, XH",Does emissions trading affect labor demand? Evidence from the mining and manufacturing industries in China,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2020,10.1016/j.jenvman.2019.109789
J,"Sun, XY; Zheng, YH; Zhang, CY; Li, XL; Wang, BS",The Effect of China's Pilot Low-Carbon City Initiative on Enterprise Labor Structure,FRONTIERS IN ENERGY RESEARCH,2022,10.3389/fenrg.2021.821677
J,"Yi, BW; Xu, JH; Fan, Y",Coordination of policy goals between renewable portfolio standards and carbon caps: A quantitative assessment in China,APPLIED ENERGY,2019,10.1016/j.apenergy.2018.12.015
J,"Dai, SF; Qian, YW; He, WJ; Wang, C; Shi, TY",The spatial spillover effect of China?s carbon emissions trading policy on industrial carbon intensity: Evidence from a spatial difference-in-difference method,STRUCTURAL CHANGE AND ECONOMIC DYNAMICS,2022,10.1016/j.strueco.2022.09.010
J,"Li, SJ; Liu, JG; Wu, JJ; Hu, XY",Spatial spillover effect of carbon emission trading policy on carbon emission reduction: Empirical data from transport industry in China*,JOURNAL OF CLEANER PRODUCTION,2022,10.1016/j.jclepro.2022.133529
J,"Wang, BX; Duan, MS",Consignment auctions of emissions trading systems: An agent-based approach based on China's practice,ENERGY ECONOMICS,2022,10.1016/j.eneco.2022.106187
J,"Song, XN; Lu, YJ; Shen, LY; Shi, XP",Will China's building sector participate in emission trading system? Insights from modelling an owner's optimal carbon reduction strategies,ENERGY POLICY,2018,10.1016/j.enpol.2018.03.075
J,"Gao, M",The impacts of carbon trading policy on China?s low-carbon economy based on county-level perspectives,ENERGY POLICY,2023,10.1016/j.enpol.2023.113494
J,"Stevens, D","The influence of the fossil fuel and emission-intensive industries on the stringency of mitigation policies: Evidence from the OECD countries and Brazil, Russia, India, Indonesia, China and South Africa",ENVIRONMENTAL POLICY AND GOVERNANCE,2019,10.1002/eet.1853
J,"Zhang, YX; Zeng, SB; Wu, QS; Fu, JY; Li, TP",A study on the impact of the carbon emissions trading policy on the mining industry based on Porter hypothesis,RESOURCES POLICY,2023,10.1016/j.resourpol.2023.104349
J,"Yang, SB; Shen, QQ; Jahanger, A; Ye, PH; Zhang, HF; Balsalobre-Lorente, D",The impact of carbon emission trading scheme on export: Firm-level evidence from China,FRONTIERS IN ENVIRONMENTAL SCIENCE,2022,10.3389/fenvs.2022.1035650
J,"Wang, H; Li, YY; Lin, WF; Wei, WD",How does digital technology promote carbon emission reduction? Empirical evidence based on e-commerce pilot city policy in China,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2023,10.1016/j.jenvman.2022.116524
J,"Yu, HJ; Zhang, XF",Are carbon emissions trading and green financial instruments synergistic? -Comprehensive quantitative research based on content analysis,PLOS ONE,2024,10.1371/journal.pone.0298601
J,"Zhang, SW; Ding, CH; Liu, C",The Impact of Carbon Trading Policy on the Green Innovation Efficiency of Enterprises: Evidence from China,SUSTAINABILITY,2024,10.3390/su162411192
J,"Zhang, MM; Ge, YQ; Liu, LY; Zhou, DQ",Impacts of carbon emission trading schemes on the development of renewable energy in China: Spatial spillover and mediation paths,SUSTAINABLE PRODUCTION AND CONSUMPTION,2022,10.1016/j.spc.2022.04.021
J,"Guo, BN; Feng, Y; Wang, Y; Lin, J; Zhang, JY; Wu, S; Jia, R; Zhang, XL; Sun, H; Zhang, W; Li, W; Hu, H; Jiang, LY",Influence of carbon emission trading policy on residents' health in China,FRONTIERS IN PUBLIC HEALTH,2022,10.3389/fpubh.2022.1003192
J,"Xu, DD; Liu, YT",The Impact of Environmental Information Disclosure in the Carbon Trading Pilot Project on the Financial Performance of Listed Enterprises in China,SUSTAINABILITY,2024,10.3390/su16198410
J,"Shen, J; Xu, M; Liu, XL; Zhao, YC",Active adaptation or short-run profit pursuing? Carbon emissions trading and corporate financialization: evidence from Chinese listed companies,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,2024,10.1007/s10668-024-04708-0
J,"Zhang, XH; Zhang, QQ; Dai, ZF; Zhang, XT",The impact of carbon markets on the financial performance of power producers: Evidence based on China,ENERGY ECONOMICS,2023,10.1016/j.eneco.2023.107119
J,"Fang, CY; Wang, WY; Wang, WD",The Impact of Carbon Trading Policy on Breakthrough Low-Carbon Technological Innovation,SUSTAINABILITY,2023,10.3390/su15108277
J,"Liu, X; Zhu, Y",Research on the Impact Mechanism of ETS on Green Innovation in China's High-Carbon Industries: A Perspective of Enterprise Heterogeneity,SUSTAINABILITY,2024,10.3390/su16208793
J,"Qi, SZ; Zhou, CB; Li, K; Tang, SY",The impact of a carbon trading pilot policy on the low-carbon international competitiveness of industry in China: An empirical analysis based on a DDD model,JOURNAL OF CLEANER PRODUCTION,2021,10.1016/j.jclepro.2020.125361
J,"Luo, WQ; Dou, J; Fu, YH; Wang, XK; He, YJ; Ma, H; Wang, R; Xing, K",A Novel Hybrid LMD-ETS-TCN Approach for Predicting Landslide Displacement Based on GPS Time Series Analysis,REMOTE SENSING,2023,10.3390/rs15010229
J,"Geng, LM; Hu, JY; Shen, WX",The impact of carbon finance on energy consumption structure: evidence from China,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-022-24303-y
J,"Wang, KL; Qiao, YJ; Ling, LW; Zhao, ZH; Liu, K",The impact of carbon emissions trading policy on carbon emission efficiency in Chinese cities: Evidence from a quasi-natural experiment,CHINESE JOURNAL OF POPULATION RESOURCES AND ENVIRONMENT,2023,10.1016/j.cjpre.2023.09.001
J,"Bu, T; Du, WH; Tang, CX; Liu, YH; Wang, XY; Wang, YH; Tang, DS","Market-oriented environmental regulations, employment adjustment and transfer path: Quasi-experimental evidence from China's carbon emissions trading pilot",JOURNAL OF CLEANER PRODUCTION,2022,10.1016/j.jclepro.2022.133292
J,"Zhang, HR; Zhang, RX; Li, GM; Li, W; Choi, Y",Sustainable Feasibility of Carbon Trading Policy on Heterogenetic Economic and Industrial Development,SUSTAINABILITY,2019,10.3390/su11236869
J,"Qi, XY; Han, Y",Energy quota trading can achieve energy savings and emission reduction: evidence from China's pilots,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2021,10.1007/s11356-021-14409-0
J,"Wang, R; Zhao, XL; Wu, KR; Peng, S; Cheng, S",Examination of the transmission mechanism of energy prices influencing carbon prices: an analysis of mediating effects based on demand heterogeneity,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-023-26661-7
J,"Müller, N; Teixidó, JJ",The effect of the EU ETS free allowance allocation on energy mix diversification: the case of Poland's power sector,CLIMATE POLICY,2021,10.1080/14693062.2020.1870914
J,"Ren, YS; Derouiche, I; Hassan, M; Liu, PZ",Do creditors price climate transition risks? A natural experiment based on China's carbon emission trading scheme,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,2024,10.1016/j.iref.2024.01.006
J,"Yu, DS; Liu, LX; Gao, SH; Yuan, SY; Shen, QL; Chen, HP",Impact of carbon trading on agricultural green total factor productivity in China,JOURNAL OF CLEANER PRODUCTION,2022,10.1016/j.jclepro.2022.132789
J,"Yu, Z; Cao, YL; Liu, M",Does carbon emission trading policy affect bank loans of firms? Evidence from China,APPLIED ECONOMICS LETTERS,2022,10.1080/13504851.2021.1959513
J,"Adamolekun, G",Carbon price and firm greenhouse gas emissions,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2024,10.1016/j.jenvman.2023.119496
J,"Cao, GX; Xu, W",Multifractal features of EUA and CER futures markets by using multifractal detrended fluctuation analysis based on empirical model decomposition,CHAOS SOLITONS & FRACTALS,2016,10.1016/j.chaos.2015.12.010
J,"Jiang, B; Du, MZ; Wang, DH",Is there heterogeneity and moderating effect of carbon trading pilot in promoting total factor productivity?,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2024,10.1007/s11356-023-31426-3
J,"Huang, YT; Wen, W; Bao, R",Carbon emission right circulation and corporate green innovation: Evidence from a quasi-natural experiment in China,FINANCE RESEARCH LETTERS,2024,10.1016/j.frl.2024.106143
J,"Su, XF; Chen, MX",Can carbon emissions trading systems mitigate carbon distortion? Evidence from China,JOURNAL OF CLEANER PRODUCTION,2024,10.1016/j.jclepro.2024.143071
J,"Zheng, Y; Zhang, B",The impact of carbon market on city greening: Quasi-experimental evidence from China,RESOURCES CONSERVATION AND RECYCLING,2023,10.1016/j.resconrec.2023.106960
J,"Steven, M; Merklein, T",The influence of strategic airline alliances in passenger transportation on carbon intensity,JOURNAL OF CLEANER PRODUCTION,2013,10.1016/j.jclepro.2012.03.011
J,"Healy, S; Schumacher, K; Eichhammer, W",Analysis of Carbon Leakage under Phase III of the EU Emissions Trading System: Trading Patterns in the Cement and Aluminium Sectors,ENERGIES,2018,10.3390/en11051231
J,"Li, F; Weng, ZX",Spatial spillover effects of a carbon trading policy on green technology innovation in China,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-023-30032-7
J,"Hu, JF; Huang, QH; Chen, XD","Environmental regulation, innovation quality and firms' competitivity?Quasi-natural experiment based on China's carbon emissions trading pilot",ECONOMIC RESEARCH-EKONOMSKA ISTRAZIVANJA,2020,10.1080/1331677X.2020.1771745
J,"Wang, H; Chen, ZP; Wu, XY; Niea, X",Can a carbon trading system promote the transformation of a low-carbon economy under the framework of the porter hypothesis? -Empirical analysis based on the PSM-DID method,ENERGY POLICY,2019,10.1016/j.enpol.2019.03.007
J,"Zhu, HM; Tang, YD; Peng, C; Yu, KM",The heterogeneous response of the stock market to emission allowance price: evidence from quantile regression,CARBON MANAGEMENT,2018,10.1080/17583004.2018.1475802
J,"Li, PL; Zhang, HL; Yang, CT; Zhang, JF",Does the carbon emissions trading scheme improve the corporate environmental information disclosure level? Evidence from China,ENERGY & ENVIRONMENT,2025,10.1177/0958305X231195363
J,"Yu, F; Xiao, D; Chang, MS",The impact of carbon emission trading schemes on urban-rural income inequality in China: A multi-period difference-in-differences method,ENERGY POLICY,2021,10.1016/j.enpol.2021.112652
